"Bluestock Fintech — Nifty 100  |  Cash Flow  |  1,187 records",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
id,company_id,year,operating_activity,investing_activity,financing_activity,net_cash_flow
37,TCS,2013,11615,-6038,-5729,-152
38,TCS,2014,14751,-9452,-5673,-374
39,TCS,2015,19369,-1807,-17168,394
40,TCS,2016,19109,-5010,-9666,4433
41,TCS,2017,25223,-16895,-11026,-2698
42,TCS,2018,25067,3104,-26885,1286
43,TCS,2019,28593,1645,-27897,2341
44,TCS,2020,32369,8968,-39915,1422
45,TCS,2021,38802,-7956,-32634,-1788
46,TCS,2022,39949,-738,-33581,5630
47,TCS,2023,41965,548,-47878,-5365
48,TCS,2024,44338,6091,-48536,1893
61,ABB,2012,101,-59,-42,1
62,ABB,2014,155,-144,-42,-31
63,ABB,2015,215,-187,-58,-30
64,ABB,2016,249,-77,-80,91
65,ABB,2017,307,-155,-90,62
66,ABB,2018,153,-215,-102,-165
67,ABB,2019,499,-257,-143,99
68,ABB,2020,626,-401,-217,8
69,ABB,2021,727,-72,-582,73
70,ABB,2022,948,-396,-637,-86
71,ABB,2023,893,-148,-639,107
72,ABB,2024,1213,-416,-745,52
73,ABB,2014,0,0,0,0
74,ABB,2015,-35,-1864,1902,3
75,ABB,2016,1544,-816,-722,6
76,ABB,2017,2189,-1730,-455,4
77,ABB,2018,2198,-3192,1589,596
78,ABB,2019,2591,-3050,38,-421
79,ABB,2020,5437,-5643,1250,1045
80,ABB,2021,3784,-4009,-745,-969
81,ABB,2022,4097,-3936,-235,-75
82,ABB,2023,3777,-4699,923,2
83,ABB,2024,6038,-4943,-543,551
84,ADANIENSOL,2014,0,0,0,0
85,ADANIENSOL,2015,-35,-1864,1902,3
86,ADANIENSOL,2016,1544,-816,-722,6
87,ADANIENSOL,2017,2189,-1730,-455,4
88,ADANIENSOL,2018,2198,-3192,1589,596
89,ADANIENSOL,2019,2591,-3050,38,-421
90,ADANIENSOL,2020,5437,-5643,1250,1045
91,ADANIENSOL,2021,3784,-4009,-745,-969
92,ADANIENSOL,2022,4097,-3936,-235,-75
93,ADANIENSOL,2023,3777,-4699,923,2
94,ADANIENSOL,2024,6038,-4943,-543,551
95,ADANIENT,2013,7666,-14790,7199,75
96,ADANIENT,2014,8228,-8007,-1109,-888
97,ADANIENT,2015,8532,-11465,3445,512
98,ADANIENT,2016,5112,-1825,-3448,-161
99,ADANIENT,2017,774,-1460,716,30
100,ADANIENT,2018,2942,-7649,5120,413
101,ADANIENT,2019,3236,2487,-6158,-436
102,ADANIENT,2020,2454,-1082,-221,1151
103,ADANIENT,2021,4043,-8611,3109,-1459
104,ADANIENT,2022,1385,-17041,15901,246
105,ADANIENT,2023,17626,-15459,-1198,970
106,ADANIENT,2024,10312,-18767,8879,424
107,ADANIGREEN,2017,28,-1511,1559,76
108,ADANIGREEN,2018,649,-4428,3942,162
109,ADANIGREEN,2019,1625,-2666,1045,3
110,ADANIGREEN,2020,1965,-3743,2161,383
111,ADANIGREEN,2021,1601,-9137,7083,-453
112,ADANIGREEN,2022,3127,-18730,15986,383
113,ADANIGREEN,2023,7265,-3857,-2973,435
114,ADANIGREEN,2024,7713,-21060,13953,606
115,ADANIPORTS,2013,1379,-5136,4138,381
116,ADANIPORTS,2014,1132,-2510,772,-606
117,ADANIPORTS,2015,3057,-2485,-237,335
118,ADANIPORTS,2016,2381,-4153,2170,398
119,ADANIPORTS,2017,4063,-2629,-1325,109
120,ADANIPORTS,2018,5608,-3846,-1889,-127
121,ADANIPORTS,2019,6029,-4368,2313,3975
122,ADANIPORTS,2020,7402,-749,-4256,2397
123,ADANIPORTS,2021,7556,-14064,3514,-2994
124,ADANIPORTS,2022,10420,-5493,-586,4341
125,ADANIPORTS,2023,11900,-16716,-2734,-7550
126,ADANIPORTS,2024,15018,-6768,-7800,450
127,ADANIPOWER,2013,3001,-4064,861,-203
128,ADANIPOWER,2014,3238,-4700,1631,169
129,ADANIPOWER,2015,5824,-4737,-1144,-58
130,ADANIPOWER,2016,5257,-2692,-2713,-148
131,ADANIPOWER,2017,4725,-1212,-3539,-26
132,ADANIPOWER,2018,5101,-520,-4600,-19
133,ADANIPOWER,2019,5610,-984,-4663,-37
134,ADANIPOWER,2020,5598,-2304,-2377,917
135,ADANIPOWER,2021,7014,-2188,-5655,-828
136,ADANIPOWER,2022,10233,774,-10338,669
137,ADANIPOWER,2023,8431,1545,-10408,-433
138,ADANIPOWER,2024,14170,3481,-16864,787
139,AMBUJACEM,2012,1860,-388,-509,962
140,AMBUJACEM,2013,1267,-496,-672,99
141,AMBUJACEM,2014,1675,-456,-721,498
142,AMBUJACEM,2015,1557,-83,-900,574
143,AMBUJACEM,2016,2810,-4165,-958,-2312
144,AMBUJACEM,2017,3416,-738,-1015,1663
145,AMBUJACEM,2018,1703,-765,-719,220
146,AMBUJACEM,2019,4739,-1191,-629,2919
147,AMBUJACEM,2020,4832,-1317,-3956,-441
148,AMBUJACEM,2021,5309,-2007,-516,2786
149,AMBUJACEM,2023,735,-14481,2931,-10815
150,AMBUJACEM,2024,5646,-8941,5689,2394
151,APOLLOHOSP,2013,443,-733,373,83
152,APOLLOHOSP,2014,373,-356,-63,-46
153,APOLLOHOSP,2015,470,-759,392,103
154,APOLLOHOSP,2016,597,-888,330,39
155,APOLLOHOSP,2017,623,-1152,477,-52
156,APOLLOHOSP,2018,537,-405,-108,24
157,APOLLOHOSP,2019,905,-711,-215,-20
158,APOLLOHOSP,2020,1293,-289,-910,94
159,APOLLOHOSP,2021,1265,-880,-340,44
160,APOLLOHOSP,2022,1696,-747,-792,158
161,APOLLOHOSP,2023,1377,-857,-633,-113
162,APOLLOHOSP,2024,1920,-1537,-311,72
163,ASIANPAINT,2013,1187,-463,-601,123
164,ASIANPAINT,2014,1402,-586,-626,190
165,ASIANPAINT,2015,1188,-465,-576,147
166,ASIANPAINT,2016,2243,-866,-849,528
167,ASIANPAINT,2017,1527,-681,-756,90
168,ASIANPAINT,2018,2113,-1556,-1379,-822
169,ASIANPAINT,2019,2470,-918,-1117,434
170,ASIANPAINT,2020,3038,-518,-2871,-351
171,ASIANPAINT,2021,3683,-541,-650,2492
172,ASIANPAINT,2022,986,-317,-1808,-1138
173,ASIANPAINT,2023,4193,-1282,-2140,771
174,ASIANPAINT,2024,6104,-2548,-2982,573
189,ATGL,2018,277,-988,779,68
190,ATGL,2019,356,791,-1077,70
191,ATGL,2020,492,-461,-102,-71
192,ATGL,2021,654,-770,39,-78
193,ATGL,2022,732,-1133,422,21
194,ATGL,2023,853,-1167,295,-19
195,ATGL,2024,955,-752,-78,125
196,AXISBANK,2013,2573,-10939,14931,6566
197,AXISBANK,2014,14464,-14166,7785,8082
198,AXISBANK,2015,-15162,-7972,31045,7910
199,AXISBANK,2016,-34495,9211,22495,-2789
200,AXISBANK,2017,32209,-12458,-2487,17263
201,AXISBANK,2018,-38390,-10007,41342,-7055
202,AXISBANK,2019,37125,-18674,5643,24094
203,AXISBANK,2020,30416,-9485,8865,29795
204,AXISBANK,2021,12633,-54288,7279,-34375
205,AXISBANK,2022,28137,-27112,47894,48919
206,AXISBANK,2023,22075,-32351,6641,-3636
207,AXISBANK,2024,-5555,-9001,22341,7785
208,BAJAJ-AUTO,2013,2218,-1394,-1445,-621
209,BAJAJ-AUTO,2014,3502,-2072,-1496,-66
210,BAJAJ-AUTO,2015,2114,-380,-1644,90
211,BAJAJ-AUTO,2016,3690,-68,-3384,238
212,BAJAJ-AUTO,2017,3267,-3610,-190,-532
213,BAJAJ-AUTO,2018,4328,-1954,-1885,488
214,BAJAJ-AUTO,2019,2487,-273,-2074,140
215,BAJAJ-AUTO,2020,3850,1766,-6247,-630
216,BAJAJ-AUTO,2021,3120,-2869,-20,231
217,BAJAJ-AUTO,2022,4197,276,-4056,417
218,BAJAJ-AUTO,2023,5277,1211,-7181,-692
219,BAJAJ-AUTO,2024,6558,-72,-6167,319
220,BAJAJ-AUTO,2013,2218,-1394,-1445,-621
221,BAJAJ-AUTO,2014,3502,-2072,-1496,-66
222,BAJAJ-AUTO,2015,2114,-380,-1644,90
223,BAJAJ-AUTO,2016,3690,-68,-3384,238
224,BAJAJ-AUTO,2017,3267,-3610,-190,-532
225,BAJAJ-AUTO,2018,4328,-1954,-1885,488
226,BAJAJ-AUTO,2019,2487,-273,-2074,140
227,BAJAJ-AUTO,2020,3850,1766,-6247,-630
228,BAJAJ-AUTO,2021,3120,-2869,-20,231
229,BAJAJ-AUTO,2022,4197,276,-4056,417
230,BAJAJ-AUTO,2023,5277,1211,-7181,-692
231,BAJAJ-AUTO,2024,6558,-72,-6167,319
232,BAJAJFINSV,2013,-6922,2953,4592,623
233,BAJAJFINSV,2014,-9807,3764,6521,478
234,BAJAJFINSV,2015,-10731,3709,6839,-183
235,BAJAJFINSV,2016,-9795,-886,11602,921
236,BAJAJFINSV,2017,-10922,151,12513,1742
237,BAJAJFINSV,2018,-19580,-922,19590,-911
238,BAJAJFINSV,2019,-27076,-6903,34535,555
239,BAJAJFINSV,2020,-23369,-9948,34479,1162
240,BAJAJFINSV,2021,4547,-3684,1687,2551
241,BAJAJFINSV,2022,-33670,1445,32326,101
242,BAJAJFINSV,2023,-39480,-13945,51016,-2409
243,BAJAJFINSV,2024,-68674,-10960,82709,3075
244,BAJAJHLDNG,2013,473,-369,-332,-228
245,BAJAJHLDNG,2014,872,-519,-326,27
246,BAJAJHLDNG,2015,796,-464,-391,-59
247,BAJAJHLDNG,2016,1147,1019,-761,1406
248,BAJAJHLDNG,2017,-923,-372,-110,-1406
249,BAJAJHLDNG,2018,1631,-1123,-434,74
250,BAJAJHLDNG,2019,628,-163,-536,-72
251,BAJAJHLDNG,2020,1920,-800,-1028,92
252,BAJAJHLDNG,2021,272,-308,-37,-73
253,BAJAJHLDNG,2022,1610,-151,-1460,-1
254,BAJAJHLDNG,2023,1728,-137,-1587,4
255,BAJAJHLDNG,2024,1941,-472,-1455,14
256,BAJFINANCE,2015,-7064,-360,6867,-557
257,BAJFINANCE,2016,-9870,-687,11656,1100
258,BAJFINANCE,2017,-10439,-3047,12513,-972
259,BAJFINANCE,2018,-20566,1075,19503,13
260,BAJFINANCE,2019,-29062,-5379,34449,9
261,BAJFINANCE,2020,-24412,-8758,34167,998
262,BAJFINANCE,2021,-807,-429,1741,505
263,BAJFINANCE,2022,-37090,6347,32275,1532
264,BAJFINANCE,2023,-42112,-10394,50675,-1831
265,BAJFINANCE,2024,-72760,-7171,82415,2484
266,BANKBARODA,2013,23196,-514,-790,21892
267,BANKBARODA,2014,42233,-730,5151,46654
268,BANKBARODA,2015,17838,-556,-6,17276
269,BANKBARODA,2016,-10011,-4005,-616,-14632
270,BANKBARODA,2017,17865,-551,-198,17116
271,BANKBARODA,2018,-59692,-414,3413,-56692
272,BANKBARODA,2019,-1449,-2537,4449,462
273,BANKBARODA,2020,18531,-139,14729,33120
274,BANKBARODA,2021,-887,-471,-986,-2344
275,BANKBARODA,2022,6210,-3645,-998,1567
276,BANKBARODA,2023,-21354,-1096,-5405,-27855
277,BANKBARODA,2024,-6274,-1285,5476,-2084
278,BEL,2013,-1539,1753,-158,56
279,BEL,2014,-569,759,-213,-23
280,BEL,2015,1434,-839,-209,386
281,BEL,2016,2260,-1470,-318,472
282,BEL,2017,-61,3115,-2857,197
283,BEL,2018,-687,-6,-1202,-1895
284,BEL,2019,1514,-896,-663,-45
285,BEL,2020,2570,-649,-1061,861
286,BEL,2021,5093,-2595,-1076,1422
287,BEL,2022,4207,-4872,-1078,-1742
288,BEL,2023,1199,2708,-1262,2645
289,BEL,2024,4659,-5924,-1475,-2739
290,BHARTIARTL,2013,22608,-18676,-4566,-634
291,BHARTIARTL,2014,26233,-25181,2774,3826
292,BHARTIARTL,2015,28059,-22301,-9672,-3914
293,BHARTIARTL,2016,27942,-14091,-11946,1905
294,BHARTIARTL,2017,28280,-30680,-351,-2752
295,BHARTIARTL,2018,29854,-27940,1920,3835
296,BHARTIARTL,2019,20070,-28286,9464,1248
297,BHARTIARTL,2020,18129,-29598,19144,7675
298,BHARTIARTL,2021,48205,-27286,-24910,-3991
299,BHARTIARTL,2022,55017,-41478,-15203,-1664
300,BHARTIARTL,2023,65325,-39232,-24470,1623
301,BHARTIARTL,2024,78898,-51089,-27778,31
302,BHEL,2013,1759,-1113,472,1118
303,BHEL,2014,4512,-868,523,4167
304,BHEL,2015,821,650,-3543,-2071
305,BHEL,2016,374,23,-122,275
306,BHEL,2017,560,-565,-468,-473
307,BHEL,2018,989,961,-667,1283
308,BHEL,2019,-3860,1919,-32,-1973
309,BHEL,2020,-2892,1877,1622,608
310,BHEL,2021,560,-42,-394,123
311,BHEL,2022,660,-1118,-329,-787
312,BHEL,2023,-741,1480,89,829
313,BHEL,2024,-3713,1331,2656,274
314,BOSCHLTD,2012,871,-824,-156,-108
315,BOSCHLTD,2013,1057,-846,-238,-27
316,BOSCHLTD,2015,1396,-1183,-237,-24
317,BOSCHLTD,2016,1318,-995,-356,-33
318,BOSCHLTD,2017,1457,1246,-2670,33
319,BOSCHLTD,2018,1729,-1170,-325,234
320,BOSCHLTD,2019,593,1766,-2531,-172
321,BOSCHLTD,2020,1336,-873,-399,64
322,BOSCHLTD,2021,835,-463,-338,34
323,BOSCHLTD,2022,271,-33,-383,-146
324,BOSCHLTD,2023,1214,262,-1239,236
325,BOSCHLTD,2024,1253,283,-1452,84
326,BPCL,2013,5926,-3604,-846,1476
327,BPCL,2014,9588,-6881,-3736,-1029
328,BPCL,2015,20742,-10536,-9792,414
329,BPCL,2016,11119,-9233,-1332,555
330,BPCL,2017,9041,-15274,4804,-1429
331,BPCL,2018,11068,-7066,-4218,-215
332,BPCL,2019,10157,-10451,207,-87
333,BPCL,2020,7881,-11135,3583,329
334,BPCL,2021,23455,-2474,-13981,7000
335,BPCL,2022,20336,-8138,-17672,-5474
336,BPCL,2023,12466,-7806,-4402,257
337,BPCL,2024,35936,-10521,-25427,-12
338,BRITANNIA,2013,320,28,-378,-30
339,BRITANNIA,2014,671,-246,-357,68
340,BRITANNIA,2015,584,-450,-181,-47
341,BRITANNIA,2016,959,-705,-246,8
342,BRITANNIA,2017,441,-150,-295,-4
343,BRITANNIA,2018,1249,-957,-232,60
344,BRITANNIA,2019,1156,-852,-353,-49
345,BRITANNIA,2020,1485,-1526,58,17
346,BRITANNIA,2021,1876,433,-2242,66
347,BRITANNIA,2022,1300,914,-2246,-32
348,BRITANNIA,2023,2526,-1507,-1028,-9
349,BRITANNIA,2024,2573,477,-2830,219
350,CANBK,2013,8010,-435,-1043,6532
351,CANBK,2014,14244,-380,-3771,10092
352,CANBK,2015,6344,-1104,-1464,3776
353,CANBK,2016,9346,-443,-806,8096
354,CANBK,2017,2575,-476,124,2224
355,CANBK,2018,-11120,-487,2865,-8743
356,CANBK,2019,18237,-745,-1185,16307
357,CANBK,2020,-5289,-445,7792,2059
358,CANBK,2021,59118,-1116,290,58291
